UPC,Название,Исполнитель,Платформа,Вид использования,Период начала,Период окончания,Количество,Вознаграждение Лицензиара (Авторские),Вознаграждение Лицензиара (Смежные),Лейбл
5063945018054,Translit,s1eepy,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063945018054,Translit,s1eepy,Яндекс.Музыка,Подписка,,,7,0,"0,24",ICECREAMMUSIC
5063945018054,Translit,s1eepy,Яндекс.Музыка,Подписка,,,8,0,"0,3",ICECREAMMUSIC
5063945018054,Translit,s1eepy,Яндекс.Музыка,Подписка,,,8,"0,05",0,ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,MusixMatch,Тексты песен,,,14,"0,05",0,ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,Spotify,Подписка,,,1,"0,01",0,ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Аудиостриминг,,,6,0,"0,11",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Подписка,,,1,0,"0,15",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Подписка,,,1,0,"0,15",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Аудиостриминг,,,9,0,"0,17",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Подписка,,,4,0,"0,51",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Аудиостриминг,,,7,"0,02",0,ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Аудиостриминг,,,10,"0,03",0,ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Тексты песен,,,3,"0,09",0,ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,vk,Подписка,,,4,"0,13",0,ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,Яндекс.Музыка,Подписка,,,5,0,"0,17",ICECREAMMUSIC
5063635870306,TUNDRA GoRIT!,WANDERING FOG,Яндекс.Музыка,Подписка,,,9,"0,06",0,ICECREAMMUSIC
5063316941530,Turn On,"NEKKITJ, BuddyBeatz",Line,Подписка,,,1,0,"0,17",ICECREAMMUSIC
5063316941530,Turn On,"NEKKITJ, BuddyBeatz",Line,Подписка,,,1,0,"0,17",ICECREAMMUSIC
5063316941530,Turn On,"NEKKITJ, BuddyBeatz",vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063316941530,Turn On,"NEKKITJ, BuddyBeatz",vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063316941530,Turn On,"NEKKITJ, BuddyBeatz",vk,Аудиостриминг,,,4,0,"0,07",ICECREAMMUSIC
5063316941530,Turn On,"NEKKITJ, BuddyBeatz",vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063316941530,Turn On,"NEKKITJ, BuddyBeatz",Яндекс.Музыка,Подписка,,,1,"0,01",0,ICECREAMMUSIC
5063945423292,VELVET,Ckeabrona,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063945423292,VELVET,Ckeabrona,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063945423292,VELVET,Ckeabrona,Яндекс.Музыка,Подписка,,,3,0,"0,08",ICECREAMMUSIC
5063945423292,VELVET,Ckeabrona,Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063635748292,Walking Dead,WhiteFluffy,Lyric Find,Тексты песен,,,2,"0,05",0,ICECREAMMUSIC
5063635748292,Walking Dead,WhiteFluffy,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063635748292,Walking Dead,WhiteFluffy,vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063635748292,Walking Dead,WhiteFluffy,vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063635748292,Walking Dead,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635748292,Walking Dead,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635748292,Walking Dead,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635748292,Walking Dead,WhiteFluffy,Яндекс.Музыка,Подписка,,,3,0,"0,08",ICECREAMMUSIC
5063635748292,Walking Dead,WhiteFluffy,Яндекс.Музыка,Подписка,,,3,0,"0,08",ICECREAMMUSIC
5063635748292,Walking Dead,WhiteFluffy,Яндекс.Музыка,Подписка,,,4,0,"0,13",ICECREAMMUSIC
5063635748292,Walking Dead,WhiteFluffy,Яндекс.Музыка,Подписка,,,7,"0,04",0,ICECREAMMUSIC
5063316738123,Wassup,WIZKEY,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063316738123,Wassup,WIZKEY,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063316738123,Wassup,WIZKEY,КИОН Музыка,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063316738123,Wassup,WIZKEY,КИОН Музыка,Подписка,,,1,0,"0,07",ICECREAMMUSIC
5063316738123,Wassup,WIZKEY,КИОН Музыка,Аудиостриминг,,,1,"0,01",0,ICECREAMMUSIC
5063316738123,Wassup,WIZKEY,КИОН Музыка,Подписка,,,1,"0,02",0,ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,4,0,"0,06",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,5,0,"0,09",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Подписка,,,1,0,"0,15",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Пробная подписка,,,1,0,"0,36",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Пробная подписка,,,3,0,"1,06",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,5,"0,02",0,ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Пробная подписка,,,1,"0,09",0,ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",vk,Пробная подписка,,,3,"0,26",0,ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",YouTube,Аудио,,,23,0,"0,01",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",YouTube Premium,Подписка,,,5,0,"0,23",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",YouTube Premium,Подписка,,,7,0,"0,66",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",Звук,Подписка,,,1,0,"0,18",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",Звук,Подписка,,,1,"0,03",0,ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",Сервисы АДВ Мьюзик,РБТ,,,3,0,"0,08",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",Сервисы АДВ Мьюзик,РБТ,,,3,"0,02",0,ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063833332866,WDPV,"WhiteFluffy, s1eepy",Яндекс.Музыка,Подписка,,,11,"0,06",0,ICECREAMMUSIC
GUT200137,WE LOVE DEMONS,"NEFORMALL, Lingvinii",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
GUT200137,WE LOVE DEMONS,"NEFORMALL, Lingvinii",Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
GUT200137,WE LOVE DEMONS,"NEFORMALL, Lingvinii",Яндекс.Музыка,Подписка,,,3,0,"0,08",ICECREAMMUSIC
GUT200137,WE LOVE DEMONS,"NEFORMALL, Lingvinii",Яндекс.Музыка,Подписка,,,4,0,"0,13",ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Одноклассники,Аудиостриминг,,,8,0,"0,13",ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Одноклассники,Аудиостриминг,,,9,0,"0,16",ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Одноклассники,Аудиостриминг,,,15,0,"0,25",ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Одноклассники,Аудиостриминг,,,8,"0,02",0,ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Одноклассники,Аудиостриминг,,,9,"0,03",0,ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Одноклассники,Аудиостриминг,,,15,"0,05",0,ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063833390224,Welcome,CHEDLY,Яндекс.Музыка,Подписка,,,4,"0,02",0,ICECREAMMUSIC
5063945423292,WEST SIDE,Ckeabrona,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063945423292,WEST SIDE,Ckeabrona,Иная дистрибуция,Видео,,,16,0,"0,6",ICECREAMMUSIC
5063945423292,WEST SIDE,Ckeabrona,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063945423292,WEST SIDE,Ckeabrona,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466248206,When We Are Saying Goodbye,NDanese13,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466248206,When We Are Saying Goodbye,NDanese13,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466248206,When We Are Saying Goodbye,NDanese13,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466248206,When We Are Saying Goodbye,NDanese13,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466248206,When We Are Saying Goodbye,NDanese13,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466248206,When We Are Saying Goodbye,NDanese13,Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063466248206,When We Are Saying Goodbye,NDanese13,Яндекс.Музыка,Подписка,,,5,"0,03",0,ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,vk,Пробная подписка,,,1,0,"0,36",ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,vk,Пробная подписка,,,4,0,"1,77",ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,vk,Пробная подписка,,,1,"0,09",0,ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,vk,Пробная подписка,,,4,"0,44",0,ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,Яндекс.Музыка,Подписка,,,4,0,"0,1",ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,Яндекс.Музыка,Подписка,,,4,0,"0,13",ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,Яндекс.Музыка,Подписка,,,5,0,"0,18",ICECREAMMUSIC
5063635536103,WhitePunk,WhiteFluffy,Яндекс.Музыка,Подписка,,,5,"0,03",0,ICECREAMMUSIC
5063466245335,WHY U HATE ME,"NEFORMALL, Lingvinii",Netease Cloud Music,Подписка,,,4,0,"0,14",ICECREAMMUSIC
5063466245335,WHY U HATE ME,"NEFORMALL, Lingvinii",Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466245335,WHY U HATE ME,"NEFORMALL, Lingvinii",Яндекс.Музыка,Аудиостриминг,,,3,0,"0,01",ICECREAMMUSIC
5063466245335,WHY U HATE ME,"NEFORMALL, Lingvinii",Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063466245335,WHY U HATE ME,"NEFORMALL, Lingvinii",Яндекс.Музыка,Подписка,,,9,0,"0,34",ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,MusixMatch,Тексты песен,,,1,"0,01",0,ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,vk,Аудиостриминг,,,3,0,"0,05",ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,vk,Аудиостриминг,,,4,0,"0,07",ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,vk,Подписка,,,1,0,"0,15",ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,vk,Аудиостриминг,,,3,"0,01",0,ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,vk,Подписка,,,1,"0,04",0,ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,Яндекс.Музыка,Подписка,,,2,0,"0,06",ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,Яндекс.Музыка,Подписка,,,3,0,"0,07",ICECREAMMUSIC
5063316987408,William Lawson’s,Tripowy,Яндекс.Музыка,Подписка,,,5,"0,03",0,ICECREAMMUSIC
5063466931122,Wisdom of the Heavens,BrightSam,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063466931122,Wisdom of the Heavens,BrightSam,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,vk,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,vk,Подписка,,,1,0,"0,05",ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,vk,Аудиостриминг,,,6,0,"0,1",ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,vk,Аудиостриминг,,,10,0,"0,19",ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,vk,Подписка,,,1,"0,01",0,ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,vk,Аудиостриминг,,,6,"0,02",0,ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,vk,Аудиостриминг,,,11,"0,04",0,ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,YouTube Premium,Подписка,,,5,0,"0,01",ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,Яндекс.Музыка,Аудиостриминг,,,2,0,"0,01",ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,5,0,"0,18",ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,7,0,"0,22",ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,8,0,"0,3",ICECREAMMUSIC
5063833643047,Wqueit,THIRTEENKILLA,Яндекс.Музыка,Подписка,,,24,"0,14",0,ICECREAMMUSIC
5063635748292,You Are Ready?,WhiteFluffy,MusixMatch,Тексты песен,,,1,"0,01",0,ICECREAMMUSIC
5063635748292,You Are Ready?,WhiteFluffy,QQMusic,Подписка,,,1,0,"0,03",ICECREAMMUSIC
5063635748292,You Are Ready?,WhiteFluffy,vk,Аудиостриминг,,,1,0,"0,02",ICECREAMMUSIC
5063635748292,You Are Ready?,WhiteFluffy,Иная дистрибуция,Видео,,,4,0,"0,25",ICECREAMMUSIC
5063635748292,You Are Ready?,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635748292,You Are Ready?,WhiteFluffy,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635748292,You Are Ready?,WhiteFluffy,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063635748292,You Are Ready?,WhiteFluffy,Яндекс.Музыка,Подписка,,,3,0,"0,07",ICECREAMMUSIC
5063635748292,You Are Ready?,WhiteFluffy,Яндекс.Музыка,Подписка,,,7,"0,04",0,ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Аудиостриминг,,,1,0,"0,01",ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Подписка,,,1,0,"0,07",ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Подписка,,,1,0,"0,13",ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Аудиостриминг,,,18,0,"0,38",ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Аудиостриминг,,,19,0,"0,4",ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Аудиостриминг,,,27,0,"0,55",ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Подписка,,,1,"0,02",0,ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Подписка,,,1,"0,03",0,ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Аудиостриминг,,,22,"0,07",0,ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Аудиостриминг,,,21,"0,07",0,ICECREAMMUSIC
5063635477161,zabud`,HXART,vk,Аудиостриминг,,,31,"0,1",0,ICECREAMMUSIC
5063635477161,zabud`,HXART,YouTube,Аудио,,,2,0,"0,02",ICECREAMMUSIC
5063635477161,zabud`,HXART,Яндекс.Музыка,Аудиостриминг,,,1,0,0,ICECREAMMUSIC
5063635477161,zabud`,HXART,Яндекс.Музыка,Подписка,,,1,0,"0,02",ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",Spotify,Подписка,,,4,0,"0,12",ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",Spotify,Подписка,,,12,0,"0,59",ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",Spotify,Аудиостриминг,,,79,0,"1,57",ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",Spotify,Аудиостриминг,,,1508,0,"22,05",ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",Spotify,Аудиостриминг,,,48,"0,01",0,ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",Spotify,Подписка,,,4,"0,06",0,ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,2,0,"0,03",ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,4,0,"0,06",ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,5,0,"0,09",ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,2,"0,01",0,ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,4,"0,01",0,ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",vk,Аудиостриминг,,,5,"0,02",0,ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",Звук,Подписка,,,1,0,"0,18",ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",Звук,Подписка,,,1,"0,03",0,ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",Яндекс.Музыка,Аудиостриминг,,,4,0,"0,02",ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",Яндекс.Музыка,Аудиостриминг,,,5,0,"0,03",ICECREAMMUSIC
5063833035323,zero,"WhiteFluffy, s1eepy",Яндекс.Музыка,Аудиостриминг,,,6,0,"0,03",ICECREAMMUSIC
